YEAR,STATE,WRITTEN_SIGNED_COMPLAINTS_WSC_TOTAL,WSC_WITH_REPORTS_ISSUED_TOTAL,WSC_REPORTS_WITH_FINDINGS,WSC_REPORTS_WITHIN_TIMELINE,WSC_REPORTS_WITHIN_EXTENDED_TIMELINES,WSC_WITHDRAWN_OR_DISMISSED,WSC_PENDING_TOTAL,WSC_PENDING_A_DUE_PROCESS_HEARING,MEDIATION_REQUESTS_TOTAL,MEDIATIONS_HELD_TOTAL,MEDIATIONS_HELD_RELATED_TO_DUE_PROCESS_COMPLAINTS,MEDIATION_AGREEMENTS_RELATED_TO_DUE_PROCESS_COMPLAINTS,MEDIATIONS_HELD_NOT_RELATED_TO_DUE_PROCESS_COMPLAINTS,MEDIATION_AGREEMENTS_NOT_RELATED_TO_DUE_PROCESS_COMPLAINTS,MEDIATIONS_PENDING,DUE_PROCESS_COMPLAINTS_DPC_TOTAL,DPC_RESOLUTION_MEETINGS_TOTAL,DPC_RESOLUTION_MEETINGS_WRITTEN_SETTLEMENT_AGREEMENTS,DPC_HEARINGS_FULLY_ADJUDICATED_TOTAL,DPC_WRITTEN_DECISIONS_WITHIN_TIMELINE,DPC_WRITTEN_DECISIONS_WITHIN_EXTENDED_TIMELINES,DPC_WITHDRAWN_OR_DISMISSED,EXPEDITED_DUE_PROCESS_COMPLAINTS_EDPC_TOTAL,EDPC_RESULTED_IN_A_RESOLUTION_MEETING_TOTAL,EDPC_RESOLUTION_MEETINGS_WRITTEN_SETTLEMENT_AGREEMENTS,EDPC_EXPEDITED_HEARINGS_FULLY_ADJUDICATED_TOTAL,EDPC_EXPEDITED_HEARINGS_CHANGE_OF_PLACEMENT_ORDERED,MEDIATIONS_WITHDRAWN_OR_NOT_HELD,DPC_PENDING,EDPC_PENDING,EDPC_WITHDRAWN_OR_DISMISSED
2017,Colorado,40,21,18,14,7,19,0,0,79,54,23,13,31,21,4,43,11,6,3,1,2,30,3,1,1,0,0,21,10,1,2
2017,Connecticut,169,77,45,54,1,81,11,2,288,202,77,42,125,83,41,236,112,64,9,1,6,161,10,5,4,1,0,45,66,2,7
2017,Delaware,8,5,4,5,0,3,0,0,15,9,1,1,8,7,1,11,1,1,2,1,1,9,2,0,0,0,0,5,0,0,2
2017,District of Columbia,25,19,17,14,5,6,0,0,38,24,1,1,23,17,0,333,224,32,99,48,51,179,22,8,2,9,3,14,55,0,13
2017,Federated States of Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Florida,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,Georgia,170,68,37,65,3,102,0,0,140,103,24,11,79,54,9,112,72,33,14,2,11,78,6,5,3,2,1,28,20,0,4
2017,Guam,9,8,8,8,0,1,0,0,2,1,0,0,1,0,0,2,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0
2017,Hawaii,7,7,3,7,0,0,0,0,2,1,0,0,1,0,1,43,39,35,6,1,5,35,0,0,0,0,0,0,2,0,0
2017,Idaho,41,35,20,35,0,6,0,0,18,13,1,1,12,12,0,3,3,2,1,0,1,2,1,1,1,0,0,5,0,0,1
2017,Illinois,107,50,37,36,10,54,3,0,325,269,165,84,104,75,27,283,37,12,12,2,10,189,13,2,0,2,1,29,82,0,11
2017,Indiana,139,68,39,68,0,68,3,3,74,56,7,6,49,42,6,106,75,15,2,2,0,74,8,6,3,2,0,12,30,1,5
2017,Iowa,35,5,0,2,3,13,17,0,37,19,8,8,11,11,10,24,6,4,0,0,0,18,0,0,0,0,0,8,6,0,0
2017,Kansas,35,27,16,27,0,8,0,0,23,21,7,6,14,10,0,14,9,5,0,0,0,12,1,0,0,0,0,2,2,0,1
2017,Kentucky,40,21,15,17,4,17,2,1,8,6,3,2,3,2,0,37,22,10,3,1,2,14,3,2,1,1,0,2,20,1,1
2017,Louisiana,29,17,9,12,5,12,0,0,14,8,4,0,4,4,2,22,16,8,2,0,2,19,1,1,0,0,0,4,1,0,1
2017,Maine,26,15,9,15,0,11,0,0,82,55,40,28,15,10,0,69,7,1,7,7,0,59,4,0,0,0,0,27,3,0,4
2017,Maryland,189,134,114,129,3,55,0,0,342,184,87,53,97,67,16,277,65,38,13,5,8,233,1,0,0,0,0,142,31,0,1
2017,Massachusetts,593,466,237,435,31,59,68,13,1084,605,12,5,593,511,148,481,26,14,9,2,7,255,24,0,0,1,0,331,217,0,23
2017,Michigan,197,140,117,140,0,56,1,0,152,122,11,8,111,91,3,79,32,15,7,3,3,58,18,10,7,2,0,27,14,1,15
2017,Minnesota,116,87,55,76,11,29,0,0,61,39,3,2,36,31,5,19,6,2,2,0,2,12,3,2,1,0,0,17,5,0,3
2017,Mississippi,142,71,45,70,0,71,0,0,34,34,4,4,30,2,0,17,10,1,4,0,0,13,0,0,0,0,0,0,0,0,0
2017,Missouri,48,40,22,38,2,8,0,0,19,11,3,2,8,7,0,61,46,10,6,4,2,47,5,3,0,1,0,8,8,0,4
2017,Montana,3,2,1,0,2,1,0,0,2,2,1,1,1,1,0,5,1,1,0,0,0,2,0,0,0,0,0,0,3,0,0
2017,Nebraska,19,15,8,11,4,3,1,0,3,3,0,0,3,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0
2017,Nevada,9,7,5,6,1,1,1,0,8,8,6,3,2,2,0,99,84,68,1,1,0,83,17,15,14,0,0,0,15,0,17
2017,New Hampshire,25,16,13,11,0,9,0,0,33,33,20,13,13,11,0,40,3,3,5,4,1,35,3,0,0,2,0,0,0,0,1
2017,New Jersey,214,68,25,57,11,129,17,17,890,700,378,115,322,157,0,1271,36,28,50,50,0,1219,11,0,0,7,0,190,2,0,4
2017,New Mexico,86,43,32,39,3,42,1,1,41,41,19,13,22,15,0,23,0,0,3,1,1,19,1,0,0,0,0,0,1,0,1
2017,New York,229,123,100,116,7,106,0,0,373,231,20,15,211,190,32,7601,7288,132,877,96,638,3023,40,26,3,6,2,110,3701,4,30
2017,North Carolina,103,81,56,73,2,21,1,1,105,66,38,16,28,20,0,56,38,18,3,2,0,44,6,1,1,0,0,39,9,0,6
2017,North Dakota,12,4,4,4,0,8,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2017,Northern Marianas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Ohio,139,75,59,70,5,63,1,0,213,181,85,66,96,78,4,174,48,26,2,1,1,161,24,6,5,1,0,28,11,0,23
2017,Oklahoma,23,13,8,7,0,10,0,0,6,5,0,0,5,3,0,11,10,10,0,0,0,11,1,1,1,0,0,1,0,0,1
2017,Oregon,45,27,15,15,11,18,0,0,61,37,14,12,23,15,13,44,1,0,0,0,0,32,0,0,0,0,0,11,12,0,0
2017,Pennsylvania,180,86,65,86,0,89,5,5,390,186,2,1,184,148,54,897,628,228,57,21,36,668,39,24,8,6,1,150,172,3,30
2017,Puerto Rico,1,0,0,0,0,1,0,0,357,233,228,204,5,5,0,1207,305,216,548,218,329,626,0,0,0,0,0,124,33,0,0
2017,Republic of Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Republic of the Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Rhode Island,20,11,7,11,0,8,1,1,40,20,1,0,19,17,0,22,7,4,0,0,0,21,0,0,0,0,0,20,1,0,0
2017,South Carolina,69,38,32,38,0,31,0,0,2,0,0,0,0,0,0,25,20,12,3,3,0,22,7,6,6,0,0,2,0,0,7
2017,South Dakota,10,4,3,4,0,6,0,0,9,8,1,1,7,4,0,2,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
2017,Tennessee,60,46,21,45,0,14,0,0,25,13,11,5,2,2,0,54,24,16,1,0,1,48,3,2,1,0,0,12,5,0,3
2017,Texas,322,175,85,168,7,141,6,6,374,215,118,91,97,72,114,341,129,41,11,4,7,262,51,28,12,4,0,45,68,1,46
2017,Utah,19,13,8,13,0,5,1,0,17,10,3,2,7,7,1,7,3,2,0,0,0,6,1,1,1,0,0,6,1,0,1
2017,Vermont,13,9,4,7,2,4,0,0,40,24,7,4,17,13,0,14,9,1,0,0,0,11,0,0,0,0,0,16,3,0,0
2017,Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Virginia,121,42,16,26,16,76,3,0,107,87,12,8,75,59,0,99,93,30,10,6,4,71,8,8,4,3,0,20,18,0,5
2017,Washington,109,80,57,80,0,28,1,1,120,68,8,6,60,59,0,119,56,18,12,0,11,91,8,5,4,0,0,52,16,1,7
2017,West Virginia,13,11,9,11,0,2,0,0,7,4,4,3,0,0,0,18,10,9,3,0,3,15,3,2,2,0,0,3,0,0,3
2017,Wisconsin,102,83,60,81,1,17,2,2,134,94,8,7,86,81,0,23,20,4,2,0,2,18,5,5,2,0,0,40,3,1,4
2017,Wyoming,6,4,4,4,0,2,0,0,9,5,1,1,4,3,1,6,1,0,2,2,0,4,2,0,0,1,1,3,0,0,1
2017,US Outlying Areas and Freely Associated States ,5228,3401,2144,3188,160,1677,150,53,11613,6705,3861,2288,2844,2135,965,19337,10647,1434,1922,520,1246,11512,451,192,96,60,13,3943,5903,73,318
